_id,Date,Index_Name,Country,Open,High,Low,Close,Volume,Daily_Change_Percent
6986cad113de77f2fbc5ef71,2021-06-30,CAC 40,France,29360.03,29909.82,29184.54,29633.67,34839592,0.93
6986cad113de77f2fbc5ff72,2022-08-14,Nikkei 225,Japan,33013.65,33168.51,32650.37,32889.29,19119752,-0.38
6986cad113de77f2fbc5e82e,2020-12-26,SSE Composite,China,38822.57,39061.54,38408.45,38663.9,9333845,-0.41
6986cad113de77f2fbc5eff8,2021-07-14,Dow Jones,USA,34387.48,34653.2,33875.91,33898.43,32971607,-1.42
6986cad113de77f2fbc5f5ed,2021-12-13,CAC 40,France,39639.75,39840.65,39500.6,39536.81,3672377,-0.26
6986cad113de77f2fbc61493,2024-02-06,FTSE 100,UK,8089.54,8607.53,7859.07,8334.34,8853005,3.03
6986cad113de77f2fbc616c8,2024-04-02,SSE Composite,China,23570.56,24084.27,23479.91,23963.51,36980063,1.67
6986cad113de77f2fbc5e5ad,2020-10-23,CAC 40,France,3598.26,3718.1,3396.59,3614.31,29788706,0.45
6986cad113de77f2fbc61016,2023-10-14,Nikkei 225,Japan,37207.56,37517.11,37054.98,37360.76,42535044,0.41
6986cad113de77f2fbc5dc85,2020-03-03,FTSE 100,UK,5888.9,6188.77,5604.14,5725.87,8466511,-2.77
6986cad113de77f2fbc5ff61,2022-08-12,CAC 40,France,10751.47,10986.33,10367.31,10433.97,34935364,-2.95
6986cad113de77f2fbc5fbae,2022-05-10,S&P 500,USA,37879.25,38274.9,37736.19,38143.42,32348401,0.7
6986cad113de77f2fbc5ed12,2021-05-01,S&P 500,USA,19036.21,19588.01,18877.99,19488.05,37398028,2.37
6986cad113de77f2fbc5dff8,2020-05-30,DAX,Germany,25809.21,26068.24,25488.34,25763.43,48814123,-0.18
6986cad113de77f2fbc5f8d6,2022-02-26,Dow Jones,USA,4447.49,4637.97,4148.21,4355.09,19551974,-2.08
6986cad113de77f2fbc61945,2024-06-05,Hang Seng,Hong Kong,24135.85,24758.99,23922.33,24593.12,46493331,1.89
6986cad113de77f2fbc61c36,2024-08-19,SSE Composite,China,27839.05,28215.04,27765.72,28003.53,23714128,0.59
6986cad113de77f2fbc5fc8b,2022-06-01,NASDAQ Composite,USA,2880.94,3157.77,2549.87,2847.26,17675997,-1.17
6986cad113de77f2fbc6176e,2024-04-19,Nikkei 225,Japan,11501.68,11557.11,11139.0,11331.77,35988894,-1.48
6986cad113de77f2fbc5dc09,2020-02-19,KSE 100,Pakistan,30244.18,30438.01,29962.92,30156.86,22227468,-0.29
6986cad113de77f2fbc61949,2024-06-05,KSE 100,Pakistan,8396.3,8749.1,8143.62,8618.52,18208651,2.65
6986cad113de77f2fbc5eadf,2021-03-05,CAC 40,France,14936.6,15418.39,14647.68,15132.43,39001301,1.31
6986cad113de77f2fbc60bc6,2023-06-26,S&P 500,USA,37334.98,37601.15,36812.85,37089.75,25458604,-0.66
6986cad113de77f2fbc61e3f,2024-10-10,KSE 100,Pakistan,3456.74,4172.96,3412.31,3934.35,23225457,13.82
6986cad113de77f2fbc608af,2023-04-07,KSE 100,Pakistan,3862.8,3874.84,3235.51,3399.52,2010316,-11.99
6986cad113de77f2fbc6048b,2022-12-22,KSE 100,Pakistan,37184.54,37462.75,36912.46,36988.52,33949614,-0.53
6986cad113de77f2fbc6137f,2024-01-09,CAC 40,France,39914.4,40031.77,39578.35,39799.18,16993699,-0.29
6986cad113de77f2fbc5efbf,2021-07-08,Hang Seng,Hong Kong,1512.21,1852.52,1238.02,1575.51,29049423,4.19
6986cad113de77f2fbc5f9e5,2022-03-25,FTSE 100,UK,20514.12,20671.15,20474.67,20614.37,30765235,0.49
6986cad113de77f2fbc61488,2024-02-05,Dow Jones,USA,26724.59,26801.1,26417.07,26692.64,21562067,-0.12
6986cad113de77f2fbc5de8d,2020-04-24,FTSE 100,UK,31739.84,31900.08,31057.38,31263.88,44023172,-1.5
6986cad113de77f2fbc6026b,2022-10-29,Hang Seng,Hong Kong,27762.95,27834.67,27327.98,27574.83,29033208,-0.68
6986cad113de77f2fbc5eb1f,2021-03-12,NASDAQ Composite,USA,17890.69,18187.33,17777.54,17835.49,14051659,-0.31
6986cad113de77f2fbc5fa49,2022-04-04,FTSE 100,UK,35513.17,35734.37,35487.63,35492.03,17165935,-0.06
6986cad113de77f2fbc5f185,2021-08-22,KSE 100,Pakistan,6481.84,6632.79,6261.48,6516.69,39678080,0.54
6986cad113de77f2fbc5e8fb,2021-01-16,FTSE 100,UK,30110.34,30786.54,29971.36,30602.49,11909719,1.63
6986cad113de77f2fbc5f31a,2021-10-02,Nikkei 225,Japan,19166.42,19306.56,18693.97,18927.09,9630980,-1.25
6986cad113de77f2fbc5f528,2021-11-24,S&P 500,USA,31458.3,32035.91,31435.98,31805.42,1217285,1.1
6986cad113de77f2fbc60976,2023-04-27,SSE Composite,China,11229.1,11512.89,10960.94,11206.93,24711312,-0.2
6986cad113de77f2fbc6208f,2024-12-09,NASDAQ Composite,USA,23204.71,23774.5,23016.74,23547.34,30101520,1.48
6986cad113de77f2fbc5e0f1,2020-06-24,Hang Seng,Hong Kong,1110.84,1575.02,988.97,1541.74,24250265,38.79
6986cad113de77f2fbc61e72,2024-10-16,S&P 500,USA,7592.28,8054.52,7475.74,7917.52,6704471,4.28
6986cad113de77f2fbc6123d,2023-12-08,Hang Seng,Hong Kong,3621.6,3811.66,3251.0,3448.65,49574322,-4.78
6986cad113de77f2fbc5ec1b,2021-04-06,FTSE 100,UK,38300.37,38885.92,38277.75,38667.65,10341081,0.96
6986cad113de77f2fbc60534,2023-01-08,SSE Composite,China,18222.95,18233.98,18191.13,18210.87,7792448,-0.07
6986cad113de77f2fbc5da6d,2020-01-09,CAC 40,France,4560.18,4845.2,4094.31,4379.49,47977874,-3.96
6986cad113de77f2fbc5f5d0,2021-12-10,SSE Composite,China,15609.61,15659.23,15178.77,15249.52,49820973,-2.31
6986cad113de77f2fbc5e3b5,2020-09-03,FTSE 100,UK,32353.8,32934.53,32232.83,32653.79,25036822,0.93
6986cad113de77f2fbc61e2d,2024-10-09,NASDAQ Composite,USA,11425.94,12115.39,11413.79,11916.23,20930013,4.29
6986cad113de77f2fbc61054,2023-10-20,DAX,Germany,7194.82,7482.37,6912.46,7361.5,1528293,2.32
6986cad113de77f2fbc619ff,2024-06-24,NASDAQ Composite,USA,25562.67,25815.57,24799.75,25070.56,34391672,-1.93
6986cad113de77f2fbc612ee,2023-12-26,Dow Jones,USA,35855.12,36136.02,35756.74,36094.23,49030068,0.67
6986cad113de77f2fbc60a0a,2023-05-12,DAX,Germany,11125.89,11438.35,11119.19,11195.13,49218264,0.62
6986cad113de77f2fbc5ec7b,2021-04-15,KSE 100,Pakistan,20038.22,20266.6,19687.29,19766.11,42689530,-1.36
6986cad113de77f2fbc5fe01,2022-07-08,Hang Seng,Hong Kong,35103.84,35235.92,34918.75,35164.6,46300465,0.17
6986cad113de77f2fbc6123b,2023-12-08,FTSE 100,UK,27317.59,27490.99,26905.27,27161.81,24195163,-0.57
6986cad113de77f2fbc5e059,2020-06-09,FTSE 100,UK,28041.89,28123.41,27648.34,27712.15,43244404,-1.18
6986cad113de77f2fbc5f22d,2021-09-08,CAC 40,France,12476.01,12718.05,12318.35,12417.55,38845624,-0.47
6986cad113de77f2fbc61c2b,2024-08-18,CAC 40,France,34166.31,34399.84,33749.11,33871.23,11988964,-0.86
6986cad113de77f2fbc5f073,2021-07-26,Hang Seng,Hong Kong,28140.89,28395.86,28024.81,28082.8,14586478,-0.21
6986cad113de77f2fbc60195,2022-10-08,NASDAQ Composite,USA,4556.03,4748.08,4197.03,4263.99,31246001,-6.41
6986cad113de77f2fbc61a7d,2024-07-06,CAC 40,France,23690.92,23799.79,23512.74,23675.52,28950640,-0.07
6986cad113de77f2fbc5e789,2020-12-10,FTSE 100,UK,3383.43,3679.0,3242.56,3538.92,18275197,4.6
6986cad113de77f2fbc5f453,2021-11-02,CAC 40,France,21866.45,22198.88,21854.48,22079.96,39692544,0.98
6986cad113de77f2fbc606d1,2023-02-19,NASDAQ Composite,USA,33028.81,33583.44,32769.29,33330.45,7593930,0.91
6986cad113de77f2fbc5df2d,2020-05-10,FTSE 100,UK,14210.59,14335.82,13987.99,14274.32,24210446,0.45
6986cad113de77f2fbc5fe62,2022-07-18,Dow Jones,USA,26052.37,26280.9,25977.46,26004.8,19732879,-0.18
6986cad113de77f2fbc6071c,2023-02-26,DAX,Germany,38570.96,39315.03,38422.51,39040.57,39155839,1.22
6986cad113de77f2fbc5ea81,2021-02-24,FTSE 100,UK,34233.77,34803.85,34034.51,34601.68,17888357,1.07
6986cad113de77f2fbc5fb54,2022-05-01,S&P 500,USA,6862.33,7294.54,6806.52,7167.26,44773257,4.44
6986cad113de77f2fbc5e0ad,2020-06-17,CAC 40,France,20272.15,20619.16,19988.66,20504.02,41932207,1.14
6986cad113de77f2fbc5f5e9,2021-12-13,FTSE 100,UK,7101.97,7859.4,6813.12,7587.38,39314378,6.83
6986cad113de77f2fbc608a5,2023-04-06,KSE 100,Pakistan,31708.77,31930.75,31498.63,31663.19,37119352,-0.14
6986cad113de77f2fbc5eadd,2021-03-05,Hang Seng,Hong Kong,39490.0,39525.52,39070.74,39290.18,43289693,-0.51
6986cad113de77f2fbc5fb3a,2022-04-28,Nikkei 225,Japan,2317.11,2833.3,2207.68,2691.79,13839991,16.17
6986cad113de77f2fbc5eac7,2021-03-03,FTSE 100,UK,31114.85,31441.95,30887.72,31252.63,36522912,0.44
6986cad113de77f2fbc5fe8d,2022-07-22,Hang Seng,Hong Kong,8751.37,8818.68,8675.27,8818.15,40249496,0.76
6986cad113de77f2fbc604f3,2023-01-02,FTSE 100,UK,14430.96,14909.99,14418.54,14789.29,20336337,2.48
6986cad113de77f2fbc60860,2023-03-31,S&P 500,USA,19683.23,19773.58,19368.84,19502.66,27517224,-0.92
6986cad113de77f2fbc6002c,2022-09-02,S&P 500,USA,15859.24,16073.65,15645.94,15734.78,17541880,-0.78
6986cad113de77f2fbc60553,2023-01-11,KSE 100,Pakistan,17153.98,17745.97,17016.94,17446.01,30711515,1.7
6986cad113de77f2fbc611ac,2023-11-24,S&P 500,USA,31804.91,32316.88,31737.8,32177.46,21636595,1.17
6986cad113de77f2fbc5fc0d,2022-05-19,Hang Seng,Hong Kong,4499.05,4504.81,4085.87,4165.74,41917424,-7.41
6986cad113de77f2fbc6132d,2024-01-01,Hang Seng,Hong Kong,4023.53,4218.66,4007.54,4104.75,39061503,2.02
6986cad113de77f2fbc60f47,2023-09-23,CAC 40,France,7845.28,8181.19,7737.57,8027.67,48370848,2.32
6986cad113de77f2fbc5e339,2020-08-21,KSE 100,Pakistan,34474.07,34474.96,34381.97,34454.81,49399880,-0.06
6986cad113de77f2fbc61534,2024-02-22,Nikkei 225,Japan,7162.8,7454.63,7148.04,7445.84,35460626,3.95
6986cad113de77f2fbc5da59,2020-01-07,CAC 40,France,28142.99,28194.98,28005.02,28051.95,2043233,-0.32
6986cad113de77f2fbc61956,2024-06-07,Dow Jones,USA,12178.76,12380.04,12167.34,12167.39,40148264,-0.09
6986cad113de77f2fbc5f70a,2022-01-11,Dow Jones,USA,14104.02,14378.1,14057.08,14333.93,14249099,1.63
6986cad113de77f2fbc60562,2023-01-13,Nikkei 225,Japan,35819.94,36044.82,35666.87,35736.85,14108171,-0.23
6986cad113de77f2fbc5ef40,2021-06-25,SSE Composite,China,3170.99,3896.76,2910.35,3656.76,30181206,15.32
6986cad113de77f2fbc60c63,2023-07-11,CAC 40,France,28279.36,28309.27,27881.38,28041.22,46448874,-0.84
6986cad113de77f2fbc5dd99,2020-03-30,KSE 100,Pakistan,10115.89,10499.69,10103.42,10253.67,27463506,1.36
6986cad113de77f2fbc5dd79,2020-03-27,CAC 40,France,10868.03,11264.44,10830.24,11233.59,45674343,3.36
6986cad113de77f2fbc5f75b,2022-01-19,FTSE 100,UK,7593.48,7777.86,7154.55,7223.65,46419608,-4.87
6986cad113de77f2fbc5ebe5,2021-03-31,KSE 100,Pakistan,33699.33,33814.86,33494.9,33756.83,1660492,0.17
6986cad113de77f2fbc61f0b,2024-10-31,FTSE 100,UK,17392.31,17682.21,16732.37,16911.74,17995455,-2.76
6986cad113de77f2fbc5fbbd,2022-05-11,Hang Seng,Hong Kong,13036.55,13258.88,12729.25,13002.26,39978880,-0.26
6986cad113de77f2fbc5e9ff,2021-02-11,FTSE 100,UK,5609.68,5743.42,5174.36,5276.41,13930895,-5.94
6986cad113de77f2fbc60f90,2023-10-01,S&P 500,USA,17939.49,18023.12,17364.81,17492.92,9054551,-2.49
6986cad113de77f2fbc5e89d,2021-01-06,KSE 100,Pakistan,16996.41,17269.21,16882.74,17110.74,49551898,0.67
6986cad113de77f2fbc61f7d,2024-11-11,CAC 40,France,26665.39,26771.04,26365.08,26648.02,28260694,-0.07
6986cad113de77f2fbc61ef8,2024-10-29,Nikkei 225,Japan,35429.76,35449.7,35220.19,35325.64,5271065,-0.29
6986cad113de77f2fbc61779,2024-04-20,Hang Seng,Hong Kong,7820.3,8216.73,7653.91,8160.45,24655579,4.35
6986cad113de77f2fbc5e3f1,2020-09-09,FTSE 100,UK,9776.58,9816.35,9634.85,9753.37,23593488,-0.24
6986cad113de77f2fbc61474,2024-02-03,Dow Jones,USA,28530.56,28669.46,28163.52,28205.91,47075622,-1.14
6986cad113de77f2fbc5e7b9,2020-12-15,NASDAQ Composite,USA,35683.78,36059.86,35633.65,35948.95,8374655,0.74
6986cad113de77f2fbc61baf,2024-08-06,FTSE 100,UK,10781.28,10909.65,10369.51,10552.46,40886719,-2.12
6986cad113de77f2fbc61533,2024-02-22,FTSE 100,UK,11274.39,11534.26,10818.31,11063.51,9167540,-1.87
6986cad113de77f2fbc5e25d,2020-07-30,KSE 100,Pakistan,5977.3,6373.0,5932.35,6231.54,45396651,4.25
6986cad113de77f2fbc606d6,2023-02-19,DAX,Germany,20599.93,20718.39,20016.69,20137.21,20578708,-2.25
6986cad113de77f2fbc5f63a,2021-12-21,Nikkei 225,Japan,7412.48,7871.8,7303.8,7587.12,1249912,2.36
6986cad113de77f2fbc604d9,2022-12-30,CAC 40,France,8345.79,8399.4,7916.06,8169.57,5033236,-2.11
